	Name_neighbourhood_group	neighbourhood_group	Name_neighbourhood	neighbourhood	Name_room_type	room_type	Name_bed_type	bed_type	Name_risk_rating	risk_rating	Name_cancellation_policy	cancellation_policy	neighbourhood_group	neighbourhood	room_type
6443	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
6444	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6445	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6447	North-East Region	3	Sengkang	31	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	31	2
6448	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6449	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6450	Central Region	0	Novena	21	Private room	2	Real Bed	4	High risk	0	moderate	1	0	21	2
6451	West Region	4	Jurong West	14	Private room	2	Real Bed	4	High risk	0	moderate	1	4	14	2
6452	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6453	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6454	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6455	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6456	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
6457	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
6458	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
6459	West Region	4	Jurong West	14	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	14	0
6460	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
6461	Central Region	0	Rochor	29	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	29	2
6462	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	28	0
6463	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
6464	Central Region	0	Rochor	29	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	29	2
6465	Central Region	0	Rochor	29	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	29	2
6467	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
6468	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
6469	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6470	North Region	2	Woodlands	40	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	2	40	2
6471	Central Region	0	River Valley	28	Private room	2	Real Bed	4	High risk	0	flexible	0	0	28	2
6472	Central Region	0	Geylang	11	Shared room	3	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	3
6473	North Region	2	Sembawang	30	Private room	2	Real Bed	4	Low risk	1	moderate	1	2	30	2
6474	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6475	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	11	0
6476	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	18	0
6477	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6478	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6479	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	Low risk	1	flexible	0	3	12	2
6481	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	2
6482	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6483	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6484	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6485	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
6486	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6487	West Region	4	Jurong West	14	Private room	2	Real Bed	4	Low risk	1	flexible	0	4	14	2
6488	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6489	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	15	0
6490	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
6491	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	15	0
6492	East Region	1	Bedok	1	Private room	2	Real Bed	4	High risk	0	moderate	1	1	1	2
6493	North-East Region	3	Serangoon	32	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	3	32	0
6494	Central Region	0	Singapore River	33	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	33	0
6495	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6497	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	10	0
6498	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6499	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6501	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	15	0
6503	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6504	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	28	0
6506	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	2
6507	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
6508	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6509	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6510	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6511	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6512	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6513	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6514	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6515	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6516	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6517	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6518	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6519	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	15	0
6520	Central Region	0	Singapore River	33	Private room	2	Real Bed	4	Low risk	1	flexible	0	0	33	2
6521	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	moderate	1	0	10	2
6522	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	28	0
6523	East Region	1	Pasir Ris	24	Private room	2	Real Bed	4	High risk	0	flexible	0	1	24	2
6524	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6525	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	21	0
6526	Central Region	0	Queenstown	27	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	27	0
6527	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	28	0
6528	Central Region	0	Orchard	22	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	22	0
6529	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	flexible	0	0	15	2
6530	Central Region	0	Bukit Merah	4	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	4	2
6531	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6532	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6533	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6534	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6535	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6536	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6537	Central Region	0	Tanglin	37	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	37	0
6538	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	10	0
6539	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	15	0
6540	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	moderate	1	0	15	2
6541	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	moderate	1	0	11	0
6542	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	20	0
6543	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	Low risk	1	moderate	1	0	15	0
6544	Central Region	0	Kallang	15	Private room	2	Real Bed	4	Low risk	1	moderate	1	0	15	2
6545	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	moderate	1	0	15	2
6546	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6547	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6548	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
6549	Central Region	0	Bishan	2	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	2	0
6550	Central Region	0	Outram	23	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	23	0
6551	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
6552	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
6553	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
6554	Central Region	0	Rochor	29	Private room	2	Real Bed	4	High risk	0	flexible	0	0	29	2
6555	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	moderate	1	0	15	2
6556	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	2
6557	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6558	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6559	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6560	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
6561	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	moderate	1	0	10	2
6562	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	20	0
6563	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	20	0
6564	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	20	0
6565	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	20	0
6566	Central Region	0	Newton	20	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	20	0
6567	Central Region	0	Downtown Core	10	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	0
6568	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6569	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6570	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6571	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6572	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	15	0
6573	West Region	4	Bukit Panjang	5	Private room	2	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	4	5	2
6574	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6575	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	moderate	1	0	15	2
6576	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6577	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6578	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	moderate	1	0	15	2
6579	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
6580	Central Region	0	Singapore River	33	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	33	0
6582	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	11	0
6583	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	High risk	0	flexible	0	3	12	2
6584	North-East Region	3	Hougang	12	Private room	2	Real Bed	4	Low risk	1	flexible	0	3	12	2
6585	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6586	Central Region	0	Kallang	15	Private room	2	Real Bed	4	High risk	0	moderate	1	0	15	2
6587	West Region	4	Bukit Panjang	5	Private room	2	Real Bed	4	Low risk	1	moderate	1	4	5	2
6588	Central Region	0	Southern Islands	34	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	34	2
6589	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
6590	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
6591	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
6592	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
6593	Central Region	0	Toa Payoh	38	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	38	0
6594	West Region	4	Bukit Panjang	5	Private room	2	Real Bed	4	High risk	0	flexible	0	4	5	2
6595	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6596	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6597	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	21	0
6598	Central Region	0	Southern Islands	34	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	34	2
6599	Central Region	0	Queenstown	27	Private room	2	Real Bed	4	Low risk	1	flexible	0	0	27	2
6600	Central Region	0	Southern Islands	34	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	34	2
6601	Central Region	0	River Valley	28	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	28	0
6602	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6603	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	4	0
6604	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	4	0
6605	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	4	0
6606	Central Region	0	Bukit Merah	4	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	4	0
6607	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6608	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6609	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6610	Central Region	0	Marine Parade	18	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	18	0
6611	Central Region	0	Rochor	29	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	29	0
6612	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	11	0
6613	North Region	2	Woodlands	40	Private room	2	Real Bed	4	High risk	0	flexible	0	2	40	2
6614	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	10	2
6615	Central Region	0	Geylang	11	Entire home/apt	0	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	11	0
6616	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	Medium risk	2	strict_14_with_grace_period	2	0	10	2
6617	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	2
6618	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	Low risk	1	strict_14_with_grace_period	2	0	21	0
6619	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	flexible	0	0	10	2
6620	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	strict_14_with_grace_period	2	0	10	2
6621	Central Region	0	Bishan	2	Private room	2	Real Bed	4	High risk	0	flexible	0	0	2	2
6622	Central Region	0	Bishan	2	Private room	2	Real Bed	4	High risk	0	flexible	0	0	2	2
6623	Central Region	0	Geylang	11	Private room	2	Real Bed	4	High risk	0	flexible	0	0	11	2
6624	Central Region	0	Marine Parade	18	Private room	2	Real Bed	4	Low risk	1	flexible	0	0	18	2
6625	West Region	4	Bukit Batok	3	Private room	2	Real Bed	4	High risk	0	flexible	0	4	3	2
6626	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	flexible	0	0	10	2
6627	Central Region	0	Downtown Core	10	Private room	2	Real Bed	4	High risk	0	flexible	0	0	10	2
6628	Central Region	0	Singapore River	33	Private room	2	Real Bed	4	High risk	0	flexible	0	0	33	2
6629	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	flexible	0	0	23	2
6630	Central Region	0	Outram	23	Private room	2	Real Bed	4	High risk	0	flexible	0	0	23	2
6631	Central Region	0	Bishan	2	Private room	2	Real Bed	4	High risk	0	flexible	0	0	2	2
6632	Central Region	0	Bukit Timah	6	Shared room	3	Real Bed	4	Low risk	1	moderate	1	0	6	3
6633	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	15	0
6634	Central Region	0	Kallang	15	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	15	0
6635	Central Region	0	Novena	21	Entire home/apt	0	Real Bed	4	High risk	0	flexible	0	0	21	0
